book_names,book_urls,author_name,avg_rating,no_of_ratings,img_src,no_of_pages,image_name
"Daughter of the Pirate King (Daughter of the Pirate King, #1)",https://www.goodreads.com/book/show/33643994-daughter-of-the-pirate-king,Tricia Levenseller,3.94,227349,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483132546i/33643994._SY75_.jpg,308.0,cover_1179.png
"The Butterfly Garden (The Collector, #1)",https://www.goodreads.com/book/show/29981261-the-butterfly-garden,Dot Hutchison,4.09,252814,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461392121i/29981261._SX50_.jpg,288.0,cover_1180.png
"Two Twisted Crowns (The Shepherd King, #2)",https://www.goodreads.com/book/show/63910262-two-twisted-crowns,Rachel Gillig,4.41,365689,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1670090073i/63910262._SY75_.jpg,437.0,cover_1181.png
Giovanni’s Room,https://www.goodreads.com/book/show/406235.Giovanni_s_Room,James Baldwin,4.34,215275,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223664870i/406235._SY75_.jpg,178.0,cover_1182.png
Mexican Gothic,https://www.goodreads.com/book/show/53152636-mexican-gothic,Silvia Moreno-Garcia,3.67,410915,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607462569i/53152636._SY75_.jpg,320.0,cover_1183.png
"The Kill Order (The Maze Runner, #0.4)",https://www.goodreads.com/book/show/13089710-the-kill-order,James Dashner,3.71,251488,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330636153i/13089710._SY75_.jpg,327.0,cover_1184.png
Five Feet Apart,https://www.goodreads.com/book/show/39939417-five-feet-apart,Rachael Lippincott,4.18,248479,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529358577i/39939417._SY75_.jpg,288.0,cover_1185.png
"Powerless (Chestnut Springs, #3)",https://www.goodreads.com/book/show/63031640-powerless,Elsie Silver,4.06,354860,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673028197i/63031640._SY75_.jpg,504.0,cover_1186.png
"Paint It All Red (Mindf*ck, #5)",https://www.goodreads.com/book/show/33361549-paint-it-all-red,S.T. Abby,4.55,263962,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481599246i/33361549._SY75_.jpg,177.0,cover_1187.png
Intermezzo,https://www.goodreads.com/book/show/208931300-intermezzo,Sally Rooney,3.87,234111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1716387455i/208931300._SY75_.jpg,454.0,cover_1188.png
Ward D,https://www.goodreads.com/book/show/123193218-ward-d,Freida McFadden,3.98,427032,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1678127541i/123193218._SY75_.jpg,348.0,cover_1189.png
"Reckless (The Powerless Trilogy, #2)",https://www.goodreads.com/book/show/183086339-reckless,Lauren Roberts,4.08,427019,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1731714752i/183086339._SY75_.jpg,396.0,cover_1190.png
"The Good Daughter (Good Daughter, #1)",https://www.goodreads.com/book/show/33230889-the-good-daughter,Karin Slaughter,4.13,218302,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502131816i/33230889._SY75_.jpg,519.0,cover_1191.png
"Four: A Divergent Story Collection (Divergent, #0.1-0.4)",https://www.goodreads.com/book/show/18126198-four,Veronica Roth,3.94,247814,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393687572i/18126198._SY75_.jpg,285.0,cover_1192.png
Shantaram,https://www.goodreads.com/book/show/33600.Shantaram,Gregory David Roberts,4.28,231417,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333482282i/33600._SY75_.jpg,936.0,cover_1193.png
"Legendary (Caraval, #2)",https://www.goodreads.com/book/show/36329818-legendary,Stephanie Garber,4.11,394497,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506803153i/36329818._SY75_.jpg,451.0,cover_1194.png
One by One,https://www.goodreads.com/book/show/54197718-one-by-one,Freida McFadden,3.86,355020,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592705582i/54197718._SY75_.jpg,295.0,cover_1195.png
"Scarlet Angel (Mindf*ck, #3)",https://www.goodreads.com/book/show/33304878-scarlet-angel,S.T. Abby,4.39,266319,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481391161i/33304878._SY75_.jpg,139.0,cover_1196.png
All the Colors of the Dark,https://www.goodreads.com/book/show/203019740-all-the-colors-of-the-dark,Chris Whitaker,4.28,315473,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1718910617i/203019740._SY75_.jpg,608.0,cover_1197.png
Untamed,https://www.goodreads.com/book/show/52129515-untamed,Glennon Doyle,3.98,493259,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585832694i/52129515._SY75_.jpg,333.0,cover_1198.png
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,https://www.goodreads.com/book/show/63697.The_Man_Who_Mistook_His_Wife_for_a_Hat_and_Other_Clinical_Tales,Oliver Sacks,4.05,237795,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447047702i/63697._SY75_.jpg,243.0,cover_1199.png
"The Ritual (L.O.R.D.S., #1)",https://www.goodreads.com/book/show/58941251-the-ritual,Shantel Tessier,4.06,301804,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636922541i/58941251._SY75_.jpg,606.0,cover_1200.png
"Binding 13 (Boys of Tommen, #1)",https://www.goodreads.com/book/show/40944965-binding-13,Chloe Walsh,4.44,382164,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532534949i/40944965._SY75_.jpg,626.0,cover_1201.png
"Not in Love (Not in Love, #1)",https://www.goodreads.com/book/show/198716261-not-in-love,Ali Hazelwood,3.63,238717,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696574108i/198716261._SY75_.jpg,384.0,cover_1202.png
I've Got Your Number,https://www.goodreads.com/book/show/12033455-i-ve-got-your-number,Sophie Kinsella,3.94,235688,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327956732i/12033455._SY75_.jpg,448.0,cover_1203.png
The Year of Magical Thinking,https://www.goodreads.com/book/show/7815.The_Year_of_Magical_Thinking,Joan Didion,3.93,280983,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703310133i/7815._SY75_.jpg,227.0,cover_1204.png
Thinner,https://www.goodreads.com/book/show/10605.Thinner,Richard Bachman,3.78,221322,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554308961i/10605._SY75_.jpg,320.0,cover_1205.png
"Neon Gods (Dark Olympus, #1)",https://www.goodreads.com/book/show/54659771-neon-gods,Katee Robert,3.69,290797,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1736519119i/54659771._SY75_.jpg,380.0,cover_1206.png
The Heaven & Earth Grocery Store,https://www.goodreads.com/book/show/65678550-the-heaven-earth-grocery-store,James McBride,3.93,285502,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685350945i/65678550._SY75_.jpg,385.0,cover_1207.png
Weyward,https://www.goodreads.com/book/show/127280850-weyward,Emilia Hart,4.06,323016,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684204420i/127280850._SY75_.jpg,392.0,cover_1208.png
"A Not So Meet Cute (Cane Brothers, #1)",https://www.goodreads.com/book/show/58995736-a-not-so-meet-cute,Meghan Quinn,4.02,235961,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634649121i/58995736._SY75_.jpg,404.0,cover_1209.png
The Crash,https://www.goodreads.com/book/show/216223604-the-crash,Freida McFadden,3.72,366805,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1720712855i/216223604._SY75_.jpg,384.0,cover_1210.png
"Lady Midnight (The Dark Artifices, #1)",https://www.goodreads.com/book/show/25494343-lady-midnight,Cassandra Clare,4.35,239564,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477682i/25494343._SY75_.jpg,688.0,cover_1211.png
The Lost Apothecary,https://www.goodreads.com/book/show/53288434-the-lost-apothecary,Sarah Penner,3.76,460817,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593013000i/53288434._SY75_.jpg,301.0,cover_1212.png
"Midnight Sun (The Twilight Saga, #5)",https://www.goodreads.com/book/show/53287484-midnight-sun,Stephenie Meyer,3.74,294247,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588597375i/53287484._SY75_.jpg,662.0,cover_1213.png
"Entwined with You (Crossfire, #3)",https://www.goodreads.com/book/show/15731779-entwined-with-you,Sylvia Day,4.18,218361,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362526983i/15731779._SX50_.jpg,356.0,cover_1214.png
Too Late,https://www.goodreads.com/book/show/127555313-too-late,Colleen Hoover,4.03,492228,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1683212089i/127555313._SY75_.jpg,370.0,cover_1215.png
"Us Against You (Beartown, #2)",https://www.goodreads.com/book/show/36373463-us-against-you,Fredrik Backman,4.37,233236,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516019348i/36373463._SY75_.jpg,448.0,cover_1216.png
"Walking Disaster (Beautiful, #2)",https://www.goodreads.com/book/show/15745950-walking-disaster,Jamie McGuire,4.14,203056,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352338368i/15745950._SY75_.jpg,448.0,cover_1217.png
"Fool Moon (The Dresden Files, #2)",https://www.goodreads.com/book/show/91477.Fool_Moon,Jim Butcher,3.98,205522,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661018595i/91477._SY75_.jpg,424.0,cover_1218.png
"A Deadly Education (The Scholomance, #1)",https://www.goodreads.com/book/show/50548197-a-deadly-education,Naomi Novik,3.95,204146,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1596909044i/50548197._SY75_.jpg,320.0,cover_1219.png
The Four Agreements: A Practical Guide to Personal Freedom,https://www.goodreads.com/book/show/6596.The_Four_Agreements,Miguel Ruiz,4.19,480889,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630664059i/6596._SY75_.jpg,152.0,cover_1220.png
"Oedipus Rex (The Theban Plays, #1)",https://www.goodreads.com/book/show/1554.Oedipus_Rex,Sophocles,3.72,230668,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182316i/1554._SY75_.jpg,75.0,cover_1221.png
Spare,https://www.goodreads.com/book/show/62296528-spare,Prince Harry,3.84,411083,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673458354i/62296528._SY75_.jpg,410.0,cover_1222.png
Sea of Tranquility,https://www.goodreads.com/book/show/58446227-sea-of-tranquility,Emily St. John Mandel,4.06,277178,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1626710416i/58446227._SX50_.jpg,259.0,cover_1223.png
The Things We Leave Unfinished,https://www.goodreads.com/book/show/53137938-the-things-we-leave-unfinished,Rebecca Yarros,4.31,333251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588868282i/53137938._SX50_.jpg,400.0,cover_1224.png
"The Book of Life (All Souls, #3)",https://www.goodreads.com/book/show/18892998-the-book-of-life,Deborah Harkness,4.21,211268,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391546498i/18892998._SY75_.jpg,564.0,cover_1225.png
Deep End,https://www.goodreads.com/book/show/212808709-deep-end,Ali Hazelwood,3.93,253711,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1718998299i/212808709._SX50_.jpg,464.0,cover_1226.png
"Dead as a Doornail (Sookie Stackhouse, #5)",https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,Charlaine Harris,4.01,222896,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468562419i/170210._SY75_.jpg,295.0,cover_1227.png
"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood",https://www.goodreads.com/book/show/45299992-if-you-tell,Gregg Olsen,3.98,329251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556171767i/45299992._SY75_.jpg,431.0,cover_1228.png
"Flowers in the Attic (Dollanganger, #1)",https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic,V.C. Andrews,3.85,230303,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327880853l/43448._SX50_SY75_.jpg,389.0,cover_1229.png
The Paradise Problem,https://www.goodreads.com/book/show/199797582-the-paradise-problem,Christina Lauren,4.08,342984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697744363i/199797582._SY75_.jpg,352.0,cover_1230.png
"The Happy Ever After Playlist (The Friend Zone, #2)",https://www.goodreads.com/book/show/50208350-the-happy-ever-after-playlist,Abby Jimenez,4.18,262727,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565190701l/50208350._SX50_SY75_.jpg,401.0,cover_1231.png
The Berry Pickers,https://www.goodreads.com/book/show/123036004-the-berry-pickers,Amanda Peters,4.10,216385,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677605623i/123036004._SX50_.jpg,307.0,cover_1232.png
The Good Sister,https://www.goodreads.com/book/show/53137974-the-good-sister,Sally Hepworth,4.15,215133,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611556027i/53137974._SY75_.jpg,309.0,cover_1233.png
"Cilka's Journey (The Tattooist of Auschwitz, #2)",https://www.goodreads.com/book/show/45033931-cilka-s-journey,Heather Morris,4.40,205510,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555421893i/45033931._SY75_.jpg,352.0,cover_1234.png
"Drums of Autumn (Outlander, #4)",https://www.goodreads.com/book/show/40909452-drums-of-autumn,Diana Gabaldon,4.35,263299,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536699977i/40909452._SY75_.jpg,928.0,cover_1235.png
The Power of Now: A Guide to Spiritual Enlightenment,https://www.goodreads.com/book/show/6708.The_Power_of_Now,Eckhart Tolle,4.15,423565,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689947880i/6708._SY75_.jpg,229.0,cover_1236.png
This Summer Will Be Different,https://www.goodreads.com/book/show/197577126-this-summer-will-be-different,Carley Fortune,3.96,284612,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1694006777i/197577126._SY75_.jpg,368.0,cover_1237.png
Small Things Like These,https://www.goodreads.com/book/show/58662236-small-things-like-these,Claire Keegan,4.14,331368,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734631773i/58662236._SX50_.jpg,128.0,cover_1238.png
The Last Letter,https://www.goodreads.com/book/show/40045986-the-last-letter,Rebecca Yarros,4.50,292272,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534177574i/40045986._SX50_.jpg,426.0,cover_1239.png
"The Shadow Rising (The Wheel of Time, #4)",https://www.goodreads.com/book/show/9539.The_Shadow_Rising,Robert Jordan,4.28,251560,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638239837i/9539._SY75_.jpg,1007.0,cover_1240.png
"Corrupt (Devil's Night, #1)",https://www.goodreads.com/book/show/58124274-corrupt,Penelope Douglas,3.79,383448,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621729447i/58124274._SY75_.jpg,516.0,cover_1241.png
"Career of Evil (Cormoran Strike, #3)",https://www.goodreads.com/book/show/40611999-career-of-evil,Robert Galbraith,4.22,222195,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529685910i/40611999._SY75_.jpg,609.0,cover_1242.png
The Wives,https://www.goodreads.com/book/show/43262893-the-wives,Tarryn Fisher,3.66,227254,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555273893i/43262893._SX50_.jpg,295.0,cover_1243.png
Daisy Darker,https://www.goodreads.com/book/show/59808050-daisy-darker,Alice Feeney,3.76,240908,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639604124i/59808050._SY75_.jpg,352.0,cover_1244.png
"The Pumpkin Spice Café (Dream Harbor, #1)",https://www.goodreads.com/book/show/139391940-the-pumpkin-spice-caf,Laurie Gilmore,3.36,328211,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688031846i/139391940._SY75_.jpg,373.0,cover_1245.png
"Finlay Donovan Is Killing It (Finlay Donovan, #1)",https://www.goodreads.com/book/show/53138099-finlay-donovan-is-killing-it,Elle Cosimano,4.00,212590,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659447956i/53138099._SY75_.jpg,355.0,cover_1246.png
Birthday Girl,https://www.goodreads.com/book/show/39555142-birthday-girl,Penelope Douglas,3.93,432914,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523361696i/39555142._SY75_.jpg,349.0,cover_1247.png
Under the Banner of Heaven: A Story of Violent Faith,https://www.goodreads.com/book/show/10847.Under_the_Banner_of_Heaven,Jon Krakauer,4.01,218907,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356441391i/10847._SY75_.jpg,400.0,cover_1248.png
The Soulmate Equation,https://www.goodreads.com/book/show/58438593-the-soulmate-equation,Christina Lauren,3.99,280428,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635692444i/58438593._SY75_.jpg,360.0,cover_1249.png
Someone Else's Shoes,https://www.goodreads.com/book/show/62971668-someone-else-s-shoes,Jojo Moyes,3.96,229671,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666822989i/62971668._SY75_.jpg,438.0,cover_1250.png
"Assistant to the Villain (Assistant to the Villain, #1)",https://www.goodreads.com/book/show/123257687-assistant-to-the-villain,Hannah Nicole Maehrer,3.92,258703,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1702057336i/123257687._SY75_.jpg,342.0,cover_1251.png
