book_names,book_urls,author_name,avg_rating,no_of_ratings,img_src,no_of_pages,image_name
"Angela’s Ashes (Frank McCourt, #1)",https://www.goodreads.com/book/show/252577.Angela_s_Ashes,Frank McCourt,4.15,648600,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348317139i/252577._SY75_.jpg,452.0,cover_283.png
I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,https://www.goodreads.com/book/show/17851885-i-am-malala,Malala Yousafzai,4.16,609783,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375414895i/17851885._SY75_.jpg,327.0,cover_284.png
A Gentleman in Moscow,https://www.goodreads.com/book/show/34066798-a-gentleman-in-moscow,Amor Towles,4.32,627985,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1718915012i/34066798._SY75_.jpg,462.0,cover_285.png
The Memory Keeper's Daughter,https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter,Kim Edwards,3.70,608193,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631287935i/10441._SY75_.jpg,401.0,cover_286.png
"Vampire Academy (Vampire Academy, #1)",https://www.goodreads.com/book/show/345627.Vampire_Academy,Richelle Mead,4.10,671024,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361098973i/345627._SY75_.jpg,332.0,cover_287.png
"Confessions of a Shopaholic (Shopaholic, #1)",https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,Sophie Kinsella,3.71,792140,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546503932i/9416._SX50_.jpg,368.0,cover_288.png
Divine Secrets of the Ya-Ya Sisterhood,https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,Rebecca Wells,3.86,564551,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408313524i/137791._SY75_.jpg,383.0,cover_289.png
Deception Point,https://www.goodreads.com/book/show/976.Deception_Point,Dan Brown,3.76,689342,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551277487i/976._SY75_.jpg,556.0,cover_290.png
Coraline,https://www.goodreads.com/book/show/17061.Coraline,Neil Gaiman,4.13,754343,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493497435i/17061._SY75_.jpg,176.0,cover_291.png
"If I Stay (If I Stay, #1)",https://www.goodreads.com/book/show/4374400-if-i-stay,Gayle Forman,3.91,951429,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630573973i/4374400._SY75_.jpg,208.0,cover_292.png
"Matched (Matched, #1)",https://www.goodreads.com/book/show/7735333-matched,Ally Condie,3.62,807397,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367706191i/7735333._SY75_.jpg,369.0,cover_293.png
"Fifty Shades Darker (Fifty Shades, #2)",https://www.goodreads.com/book/show/11857408-fifty-shades-darker,E.L. James,3.83,957055,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631260114i/11857408._SY75_.jpg,532.0,cover_294.png
The Very Hungry Caterpillar,https://www.goodreads.com/book/show/4948.The_Very_Hungry_Caterpillar,Eric Carle,4.34,535259,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603739265i/4948._SX50_.jpg,26.0,cover_295.png
"City of Ashes (The Mortal Instruments, #2)",https://www.goodreads.com/book/show/1582996.City_of_Ashes,Cassandra Clare,4.11,976465,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730356i/1582996._SY75_.jpg,453.0,cover_296.png
Digital Fortress,https://www.goodreads.com/book/show/11125.Digital_Fortress,Dan Brown,3.70,655409,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360095966i/11125._SY75_.jpg,510.0,cover_297.png
The Time Machine,https://www.goodreads.com/book/show/2493.The_Time_Machine,H.G. Wells,3.89,549443,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942880i/2493._SY75_.jpg,118.0,cover_298.png
"Fifty Shades Freed (Fifty Shades, #3)",https://www.goodreads.com/book/show/13536860-fifty-shades-freed,E.L. James,3.83,898009,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336418837i/13536860._SY75_.jpg,579.0,cover_299.png
Speak,https://www.goodreads.com/book/show/39280444-speak,Laurie Halse Anderson,4.05,619723,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529044298i/39280444._SY75_.jpg,224.0,cover_300.png
"The Inheritance Games (The Inheritance Games, #1)",https://www.goodreads.com/book/show/52439531-the-inheritance-games,Jennifer Lynn Barnes,4.13,969158,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587396413i/52439531._SY75_.jpg,386.0,cover_301.png
"Heartstopper: Volume One (Heartstopper, #1)",https://www.goodreads.com/book/show/40495957-heartstopper,Alice Oseman,4.43,839629,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1712679126i/40495957._SY75_.jpg,288.0,cover_302.png
Norwegian Wood,https://www.goodreads.com/book/show/11297.Norwegian_Wood,Haruki Murakami,4.00,686059,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1713542603i/11297._SY75_.jpg,296.0,cover_303.png
"Everything, Everything",https://www.goodreads.com/book/show/18692431-everything-everything,Nicola Yoon,3.97,663221,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450515891i/18692431._SY75_.jpg,312.0,cover_304.png
"The Way of Kings (The Stormlight Archive, #1)",https://www.goodreads.com/book/show/7235533-the-way-of-kings,Brandon Sanderson,4.67,611548,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905828i/7235533._SY75_.jpg,1007.0,cover_305.png
A Walk to Remember,https://www.goodreads.com/book/show/35545737-a-walk-to-remember,Nicholas Sparks,4.20,835203,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498755310i/35545737._SY75_.jpg,215.0,cover_306.png
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,Maya Angelou,4.30,564124,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327957927i/13214._SY75_.jpg,289.0,cover_307.png
"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",https://www.goodreads.com/book/show/389627.Diary_of_a_Wimpy_Kid,Jeff Kinney,3.98,746027,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183826i/389627._SX50_.jpg,226.0,cover_308.png
"Moby-Dick or, The Whale",https://www.goodreads.com/book/show/153747.Moby_Dick_or_The_Whale,Herman Melville,3.56,598412,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940656i/153747._SY75_.jpg,720.0,cover_309.png
"Uglies (Uglies, #1)",https://www.goodreads.com/book/show/24770.Uglies,Scott Westerfeld,3.84,698783,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654202671i/24770._SX50_.jpg,425.0,cover_310.png
"Clockwork Prince (The Infernal Devices, #2)",https://www.goodreads.com/book/show/10025305-clockwork-prince,Cassandra Clare,4.42,575549,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477747i/10025305._SY75_.jpg,498.0,cover_311.png
11/22/63,https://www.goodreads.com/book/show/10644930-11-22-63,Stephen King,4.35,604233,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876792i/10644930._SY75_.jpg,849.0,cover_312.png
Into Thin Air: A Personal Account of the Mt. Everest Disaster,https://www.goodreads.com/book/show/1898.Into_Thin_Air,Jon Krakauer,4.25,545323,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631501298i/1898._SY75_.jpg,368.0,cover_313.png
The Ocean at the End of the Lane,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,Neil Gaiman,4.02,647820,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497098563i/15783514._SY75_.jpg,181.0,cover_314.png
"Legend (Legend, #1)",https://www.goodreads.com/book/show/9275658-legend,Marie Lu,4.15,553235,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501368160i/9275658._SY75_.jpg,305.0,cover_315.png
James and the Giant Peach,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach,Roald Dahl,4.03,502167,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412586i/6689._SX50_.jpg,176.0,cover_316.png
"Hush, Hush (Hush, Hush, #1)",https://www.goodreads.com/book/show/6339664-hush-hush,Becca Fitzpatrick,3.92,732865,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358261334i/6339664._SY75_.jpg,391.0,cover_317.png
Dark Matter,https://www.goodreads.com/book/show/27833670-dark-matter,Blake Crouch,4.14,647661,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472119680i/27833670._SY75_.jpg,342.0,cover_318.png
Perfume: The Story of a Murderer,https://www.goodreads.com/book/show/343.Perfume,Patrick Süskind,4.04,523498,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409112276i/343._SY75_.jpg,263.0,cover_319.png
"The Silence of the Lambs (Hannibal Lecter, #2)",https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs,Thomas Harris,4.25,575254,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647930822i/23807._SY75_.jpg,421.0,cover_320.png
"Beautiful Creatures (Caster Chronicles, #1)",https://www.goodreads.com/book/show/6304335-beautiful-creatures,Kami Garcia,3.77,615142,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873282i/6304335._SY75_.jpg,563.0,cover_321.png
Man's Search for Meaning,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,Viktor E. Frankl,4.37,819161,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394i/4069._SY75_.jpg,165.0,cover_322.png
Station Eleven,https://www.goodreads.com/book/show/20170404-station-eleven,Emily St. John Mandel,4.07,581835,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680459872i/20170404._SX50_.jpg,333.0,cover_323.png
Bridge to Terabithia,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,Katherine Paterson,4.06,576334,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532478367i/40940121._SY75_.jpg,190.0,cover_324.png
Heart of Darkness,https://www.goodreads.com/book/show/4900.Heart_of_Darkness,Joseph Conrad,3.43,541851,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392799983i/4900._SX50_.jpg,188.0,cover_325.png
The Shack: Where Tragedy Confronts Eternity,https://www.goodreads.com/book/show/40874325-the-shack,William Paul Young,3.84,679596,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532013572i/40874325._SY75_.jpg,294.0,cover_326.png
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City,Erik Larson,4.00,733336,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583433024i/397483._SY75_.jpg,464.0,cover_327.png
"The Wicked King (The Folk of the Air, #2)",https://www.goodreads.com/book/show/26032887-the-wicked-king,Holly Black,4.28,981997,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520620414i/26032887._SY75_.jpg,336.0,cover_328.png
"Interview with the Vampire (The Vampire Chronicles, #1)",https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,Anne Rice,4.02,629557,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380631642i/43763._SY75_.jpg,346.0,cover_329.png
Misery,https://www.goodreads.com/book/show/10614.Misery,Stephen King,4.23,806794,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1746142586i/10614._SY75_.jpg,370.0,cover_330.png
"The Queen of Nothing (The Folk of the Air, #3)",https://www.goodreads.com/book/show/26032912-the-queen-of-nothing,Holly Black,4.34,885628,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553624975i/26032912._SX50_.jpg,321.0,cover_331.png
"The Rosie Project (Don Tillman, #1)",https://www.goodreads.com/book/show/16181775-the-rosie-project,Graeme Simsion,4.01,581091,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371651741i/16181775._SY75_.jpg,292.0,cover_332.png
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea,T.J. Klune,4.38,838126,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569514209i/45047384._SY75_.jpg,394.0,cover_333.png
"The Thursday Murder Club (Thursday Murder Club, #1)",https://www.goodreads.com/book/show/46000520-the-thursday-murder-club,Richard Osman,3.87,648772,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582287822i/46000520._SY75_.jpg,382.0,cover_334.png
The Vanishing Half,https://www.goodreads.com/book/show/51791252-the-vanishing-half,Brit Bennett,4.13,822848,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577090827l/51791252._SX50_SY75_.jpg,343.0,cover_335.png
"Beautiful Disaster (Beautiful, #1)",https://www.goodreads.com/book/show/11505797-beautiful-disaster,Jamie McGuire,4.00,702835,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358259032i/11505797._SY75_.jpg,432.0,cover_336.png
When Breath Becomes Air,https://www.goodreads.com/book/show/25899336-when-breath-becomes-air,Paul Kalanithi,4.41,756097,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492677644i/25899336._SX50_.jpg,208.0,cover_337.png
"Neverwhere (London Below, #1)",https://www.goodreads.com/book/show/14497.Neverwhere,Neil Gaiman,4.16,553327,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348747943i/14497._SX50_.jpg,370.0,cover_338.png
Dear John,https://www.goodreads.com/book/show/5526.Dear_John,Nicholas Sparks,4.04,612385,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397749854i/5526._SY75_.jpg,276.0,cover_339.png
"We'll Always Have Summer (Summer, #3)",https://www.goodreads.com/book/show/8680278-we-ll-always-have-summer,Jenny Han,3.78,549835,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327054226i/8680278._SY75_.jpg,291.0,cover_340.png
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,Benjamin Alire Sáenz,4.29,657109,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328320260i/12000020._SY75_.jpg,390.0,cover_341.png
Kafka on the Shore,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore,Haruki Murakami,4.12,521551,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429638085i/4929._SY75_.jpg,467.0,cover_342.png
"The Well of Ascension (Mistborn, #2)",https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,Brandon Sanderson,4.38,588362,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619538925i/68429._SY75_.jpg,590.0,cover_343.png
The Hating Game,https://www.goodreads.com/book/show/27213238-the-hating-game,Sally Thorne,3.87,795709,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481566824i/27213238._SY75_.jpg,365.0,cover_344.png
Anxious People,https://www.goodreads.com/book/show/53799686-anxious-people,Fredrik Backman,4.17,738908,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594234890i/53799686._SX50_.jpg,336.0,cover_345.png
"House of Earth and Blood (Crescent City, #1)",https://www.goodreads.com/book/show/44778083-house-of-earth-and-blood,Sarah J. Maas,4.46,980030,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559142847i/44778083._SY75_.jpg,803.0,cover_346.png
"From Blood and Ash (Blood and Ash, #1)",https://www.goodreads.com/book/show/52831200-from-blood-and-ash,Jennifer L. Armentrout,4.22,761485,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734440654i/52831200._SY75_.jpg,622.0,cover_347.png
Yes Please,https://www.goodreads.com/book/show/20910157-yes-please,Amy Poehler,3.85,546080,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402815435i/20910157._SY75_.jpg,329.0,cover_348.png
Then She Was Gone,https://www.goodreads.com/book/show/35297426-then-she-was-gone,Lisa Jewell,4.04,888872,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1741291185i/35297426._SY75_.jpg,359.0,cover_349.png
A Little Life,https://www.goodreads.com/book/show/22822858-a-little-life,Hanya Yanagihara,4.30,835327,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446469353i/22822858._SY75_.jpg,720.0,cover_350.png
"Maybe Someday (Maybe, #1)",https://www.goodreads.com/book/show/62967882-maybe-someday,Colleen Hoover,3.97,626090,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666362550i/62967882._SY75_.jpg,367.0,cover_351.png
"Where'd You Go, Bernadette",https://www.goodreads.com/book/show/13526165-where-d-you-go-bernadette,Maria Semple,3.87,590407,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338822317i/13526165._SY75_.jpg,330.0,cover_352.png
"The One (The Selection, #3)",https://www.goodreads.com/book/show/18635016-the-one,Kiera Cass,4.14,750501,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699307836i/18635016._SY75_.jpg,323.0,cover_353.png
Before We Were Yours,https://www.goodreads.com/book/show/32148570-before-we-were-yours,Lisa Wingate,4.40,686599,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498910914i/32148570._SY75_.jpg,342.0,cover_354.png
"The Deal (Off-Campus, #1)",https://www.goodreads.com/book/show/24920901-the-deal,Elle Kennedy,4.22,932134,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431282052i/24920901._SX50_.jpg,342.0,cover_355.png
Love and Other Words,https://www.goodreads.com/book/show/36206591-love-and-other-words,Christina Lauren,4.23,744098,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1667534514i/36206591._SY75_.jpg,432.0,cover_356.png
Dr. Jekyll and Mr. Hyde,https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,3.83,635542,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318116526i/51496._SY75_.jpg,139.0,cover_357.png
The Four Winds,https://www.goodreads.com/book/show/53138081-the-four-winds,Kristin Hannah,4.30,874111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594925043i/53138081._SY75_.jpg,464.0,cover_358.png
The Couple Next Door,https://www.goodreads.com/book/show/28815474-the-couple-next-door,Shari Lapena,3.80,672661,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471502242i/28815474._SY75_.jpg,308.0,cover_359.png
"Beartown (Beartown, #1)",https://www.goodreads.com/book/show/33413128-beartown,Fredrik Backman,4.29,535655,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1482108618i/33413128._SY75_.jpg,432.0,cover_360.png
The Alice Network,https://www.goodreads.com/book/show/32051912-the-alice-network,Kate Quinn,4.32,582549,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492238040i/32051912._SX50_.jpg,503.0,cover_361.png
"One of Us Is Lying (One of Us is Lying, #1)",https://www.goodreads.com/book/show/58679358-one-of-us-is-lying,Karen M. McManus,3.92,995622,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632078539i/58679358._SY75_.jpg,416.0,cover_362.png
"Unravel Me (Shatter Me, #2)",https://www.goodreads.com/book/show/13104080-unravel-me,Tahereh Mafi,4.11,696137,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340287622i/13104080._SY75_.jpg,480.0,cover_363.png
None of This Is True,https://www.goodreads.com/book/show/62334530-none-of-this-is-true,Lisa Jewell,4.09,922582,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1686092508i/62334530._SY75_.jpg,390.0,cover_364.png
"The Spanish Love Deception (Love Deception, #1)",https://www.goodreads.com/book/show/54189398-the-spanish-love-deception,Elena Armas,3.81,770864,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610900883i/54189398._SY75_.jpg,487.0,cover_365.png
Everything I Never Told You,https://www.goodreads.com/book/show/18693763-everything-i-never-told-you,Celeste Ng,3.84,593096,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386795198i/18693763._SY75_.jpg,297.0,cover_366.png
"The Bad Beginning (A Series of Unfortunate Events, #1)",https://www.goodreads.com/book/show/78411.The_Bad_Beginning,Lemony Snicket,4.02,555404,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436737029i/78411._SX50_.jpg,162.0,cover_367.png
Remarkably Bright Creatures,https://www.goodreads.com/book/show/58733693-remarkably-bright-creatures,Shelby Van Pelt,4.37,980960,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1651600548i/58733693._SY75_.jpg,368.0,cover_368.png
"They Both Die at the End (Death-Cast, #1)",https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end,Adam Silvera,3.75,829883,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494333138i/33385229._SY75_.jpg,389.0,cover_369.png
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",https://www.goodreads.com/book/show/51335759-good-girl-bad-blood,Holly Jackson,4.27,701303,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588319723i/51335759._SY75_.jpg,413.0,cover_370.png
The Graveyard Book,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book,Neil Gaiman,4.16,559162,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531295292i/2213661._SY75_.jpg,312.0,cover_371.png
The Art of Racing in the Rain,https://www.goodreads.com/book/show/3153910-the-art-of-racing-in-the-rain,Garth Stein,4.23,542849,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377206302i/3153910._SY75_.jpg,336.0,cover_372.png
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,Philippa Gregory,4.09,507624,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355932638i/37470._SY75_.jpg,661.0,cover_373.png
"Rich Dad, Poor Dad",https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad,Robert T. Kiyosaki,4.10,687379,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388211242i/69571._SY75_.jpg,195.0,cover_374.png
Carrie,https://www.goodreads.com/book/show/10592.Carrie,Stephen King,3.99,804836,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166254258i/10592._SY75_.jpg,272.0,cover_375.png
"The Woman in Cabin 10 (Lo Blacklock, #1)",https://www.goodreads.com/book/show/28187230-the-woman-in-cabin-10,Ruth Ware,3.73,699977,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465878007i/28187230._SY75_.jpg,341.0,cover_376.png
"Foundation (Foundation, #1)",https://www.goodreads.com/book/show/29579.Foundation,Isaac Asimov,4.17,576403,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417900846i/29579._SX50_.jpg,244.0,cover_377.png
"The Eye of the World (The Wheel of Time, #1)",https://www.goodreads.com/book/show/228665.The_Eye_of_the_World,Robert Jordan,4.19,569871,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905815i/228665._SY75_.jpg,800.0,cover_378.png
"It Happened One Summer (Bellinger Sisters, #1)",https://www.goodreads.com/book/show/55659629-it-happened-one-summer,Tessa Bailey,3.92,663247,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604991895i/55659629._SY75_.jpg,397.0,cover_379.png
The Paris Apartment,https://www.goodreads.com/book/show/58468990-the-paris-apartment,Lucy Foley,3.65,658878,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645550948i/58468990._SY75_.jpg,360.0,cover_380.png
Number the Stars,https://www.goodreads.com/book/show/47281.Number_the_Stars,Lois Lowry,4.19,604307,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630542426i/47281._SX50_.jpg,137.0,cover_381.png
"The Summer I Turned Pretty (Summer, #1)",https://www.goodreads.com/book/show/5821978-the-summer-i-turned-pretty,Jenny Han,3.75,964050,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361666855i/5821978._SY75_.jpg,276.0,cover_382.png
"Heartstopper: Volume Two (Heartstopper, #2)",https://www.goodreads.com/book/show/43307358-heartstopper,Alice Oseman,4.52,552015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564967250i/43307358._SY75_.jpg,320.0,cover_383.png
Pet Sematary,https://www.goodreads.com/book/show/33124137-pet-sematary,Stephen King,4.08,660967,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480069533i/33124137._SY75_.jpg,580.0,cover_384.png
Love in the Time of Cholera,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,Gabriel García Márquez,3.94,532015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644691354i/9712._SY75_.jpg,348.0,cover_385.png
Yellowface,https://www.goodreads.com/book/show/62047984-yellowface,R.F. Kuang,3.74,854944,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671336608i/62047984._SY75_.jpg,319.0,cover_386.png
Turtles All the Way Down,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down,John Green,3.88,620628,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503002776i/35504431._SY75_.jpg,290.0,cover_387.png
A Midsummer Night’s Dream,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,William Shakespeare,3.94,564678,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874534i/1622._SY75_.jpg,298.0,cover_388.png
"The Maid (Molly the Maid, #1)",https://www.goodreads.com/book/show/55196813-the-maid,Nita Prose,3.75,661932,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643228739i/55196813._SY75_.jpg,304.0,cover_389.png
American Dirt,https://www.goodreads.com/book/show/45046527-american-dirt,Jeanine Cummins,4.37,647140,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559127861i/45046527._SY75_.jpg,459.0,cover_390.png
Behind Closed Doors,https://www.goodreads.com/book/show/29437949-behind-closed-doors,B.A. Paris,3.97,707601,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458854462i/29437949._SY75_.jpg,293.0,cover_391.png
Such a Fun Age,https://www.goodreads.com/book/show/43923951-such-a-fun-age,Kiley Reid,3.78,561525,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557181911i/43923951._SY75_.jpg,310.0,cover_392.png
The Last Song,https://www.goodreads.com/book/show/6400090-the-last-song,Nicholas Sparks,4.16,566687,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286549186i/6400090._SY75_.jpg,390.0,cover_393.png
"One for the Money (Stephanie Plum, #1)",https://www.goodreads.com/book/show/6853.One_for_the_Money,Janet Evanovich,4.05,571158,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316730230i/6853._SY75_.jpg,320.0,cover_394.png
"Call Me By Your Name (Call Me By Your Name, #1)",https://www.goodreads.com/book/show/36336078-call-me-by-your-name,André Aciman,4.10,561562,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519203520i/36336078._SY75_.jpg,248.0,cover_395.png
